User Speed (m/s),Signal Strength (dBm),Battery Level (%),Network Congestion,Distance from Base Station (m),Handover Events,Power Consumption (mW),Transmission Power (dBm),Throughput (Mbps),Latency (ms),RF Link Quality
1.62,-68.73,71,Low,242.73,0,535.86,12.36,73.17,49.86,Good
2.38,-90.15,52,High,525.87,0,689.23,23.08,1.0,129.55,Poor
9.24,-77.59,82,High,429.1,1,438.8,16.8,1.0,111.34,Poor
10.89,-73.69,76,Medium,348.32,1,465.98,14.84,23.09,79.39,Moderate
11.93,-81.35,78,Medium,410.2,1,453.45,18.68,1.98,77.92,Poor
0.33,-95.12,70,Medium,733.78,0,668.0,25.56,7.32,86.83,Poor
19.72,-113.12,25,Medium,945.1,3,731.38,30.0,1.0,86.68,Poor
1.84,-86.64,96,Medium,554.71,0,505.22,21.32,31.97,87.95,Moderate
0.0,-65.34,36,High,391.83,0,509.04,10.67,35.15,118.66,Poor
9.1,-70.45,73,High,303.95,1,474.28,13.23,12.8,109.31,Poor
2.03,-73.69,74,Medium,355.8,0,379.14,14.85,41.84,75.92,Moderate
2.29,-111.48,70,Low,992.16,0,729.16,30.0,3.98,60.21,Poor
2.55,-85.85,52,Low,578.06,0,482.73,20.93,47.16,44.72,Good
0.81,-64.41,73,Low,326.34,0,440.78,10.21,80.57,23.35,Good
0.87,-103.08,78,High,772.17,0,740.28,29.54,1.0,136.77,Poor
1.55,-86.73,90,Medium,540.01,0,535.24,21.36,17.12,86.58,Moderate
1.8,-114.12,48,Medium,971.11,0,694.17,30.0,1.0,117.28,Poor
0.72,-104.06,11,Low,807.37,0,678.51,30.0,29.56,53.43,Moderate
8.38,-93.78,48,Medium,700.15,0,789.99,24.89,1.0,94.9,Poor
10.55,-68.47,72,Medium,354.0,0,545.25,12.24,27.98,76.95,Moderate
13.63,-97.42,11,Low,657.21,2,592.11,26.71,22.35,51.61,Moderate
22.67,-89.7,71,High,742.15,4,513.49,22.85,1.0,128.62,Poor
9.93,-101.25,29,High,724.11,0,640.57,28.63,1.0,139.66,Poor
13.33,-84.42,14,Low,528.52,1,360.28,20.21,27.37,52.66,Moderate
9.2,-105.43,97,Medium,863.69,1,677.29,30.0,1.0,105.36,Poor
8.95,-75.12,13,Low,476.15,0,437.36,15.56,44.69,42.22,Good
1.78,-81.43,16,Low,460.03,0,402.59,18.71,50.67,55.02,Moderate
1.06,-87.1,47,High,629.53,0,423.9,21.55,4.19,107.37,Poor
2.24,-105.2,81,Medium,844.37,0,590.86,30.0,1.0,111.16,Poor
13.17,-77.12,38,High,431.46,3,541.65,16.56,1.0,155.23,Poor
1.91,-117.43,72,Medium,933.06,0,739.18,30.0,1.0,96.96,Poor
10.06,-89.27,84,Medium,597.29,1,535.44,22.63,2.92,111.95,Poor
1.27,-59.55,76,High,183.11,0,481.85,7.78,29.66,111.74,Poor
21.51,-92.6,97,Medium,648.45,2,651.95,24.3,1.0,113.05,Poor
1.75,-77.88,90,Medium,441.31,0,487.64,16.94,34.24,83.8,Moderate
0.79,-90.43,89,Medium,651.77,0,693.52,23.21,17.72,96.51,Moderate
18.58,-74.17,52,High,475.8,3,527.05,15.08,1.0,115.49,Poor
1.86,-120.0,28,Medium,1029.7,0,629.41,30.0,1.0,100.58,Poor
1.91,-91.36,69,Medium,596.56,0,603.81,23.68,8.79,100.34,Poor
0.06,-97.06,99,Medium,665.3,0,658.18,26.53,7.95,100.01,Poor
2.55,-83.15,46,Medium,534.15,0,537.15,19.58,24.28,110.88,Poor
21.0,-78.72,34,Low,453.58,3,491.34,17.36,30.8,49.03,Moderate
1.5,-94.11,37,Medium,728.14,0,701.76,25.06,15.91,85.05,Moderate
9.4,-92.07,71,Low,557.14,0,720.23,24.04,23.9,61.06,Moderate
1.34,-100.03,36,High,862.04,0,738.19,28.02,1.0,149.36,Poor
0.61,-78.44,79,Medium,458.07,0,495.28,17.22,28.76,89.25,Moderate
1.46,-75.03,63,Medium,358.15,0,426.56,15.52,32.33,84.32,Moderate
1.64,-83.0,44,Low,509.41,0,442.38,19.5,48.88,45.61,Good
1.5,-86.38,42,Medium,543.58,0,467.8,21.19,23.43,63.07,Moderate
23.15,-67.56,75,Low,324.6,3,496.67,11.78,44.56,18.23,Good
1.69,-66.09,43,Medium,320.65,0,580.04,11.04,53.97,79.81,Moderate
11.81,-78.27,34,Low,539.09,2,494.26,17.14,44.38,31.18,Good
26.2,-74.07,48,High,369.34,3,552.71,15.03,1.0,129.09,Poor
2.45,-93.99,94,High,708.21,0,696.39,24.99,1.0,128.34,Poor
9.88,-86.28,82,Medium,531.26,0,512.31,21.14,4.99,95.99,Poor
1.22,-95.08,100,High,618.93,0,650.29,25.54,1.0,141.31,Poor
0.01,-92.12,49,Low,505.85,0,752.34,24.06,26.56,48.75,Moderate
0.76,-97.65,30,Medium,737.97,0,626.93,26.83,3.94,90.9,Poor
2.42,-64.42,83,High,303.34,0,611.78,10.21,29.66,105.29,Poor
1.85,-68.87,97,Medium,251.57,0,458.37,12.43,50.42,75.95,Moderate
10.5,-68.25,12,High,368.71,1,424.31,12.13,10.83,107.27,Poor
1.18,-84.38,41,Low,621.96,0,522.51,20.19,52.12,40.17,Good
2.3,-78.37,21,Low,446.3,0,473.0,17.19,58.43,49.13,Good
13.46,-50.0,57,Medium,56.25,1,485.12,5.0,49.33,62.87,Moderate
11.58,-81.29,45,High,505.29,2,413.85,18.65,1.0,130.65,Poor
20.23,-83.02,65,Low,467.41,3,505.39,19.51,20.84,38.71,Moderate
27.35,-76.06,41,Medium,480.38,4,520.95,16.03,1.0,79.93,Poor
12.98,-86.59,22,Low,583.2,1,514.35,21.3,28.67,41.31,Moderate
0.53,-105.47,78,Medium,800.57,0,704.79,30.0,1.0,99.54,Poor
1.74,-66.1,95,High,301.7,0,543.67,11.05,18.8,105.2,Poor
0.35,-78.68,99,Medium,542.78,0,447.22,17.34,35.16,66.97,Moderate
20.84,-79.92,60,Low,346.16,1,543.67,17.96,26.24,35.53,Moderate
23.75,-120.0,42,Medium,1070.07,4,699.15,30.0,1.0,90.27,Poor
25.05,-81.59,16,High,507.32,4,361.44,18.8,1.0,121.97,Poor
1.83,-87.95,39,High,632.25,0,506.57,21.98,1.0,136.27,Poor
9.78,-78.54,72,High,407.76,0,539.03,17.27,1.0,126.5,Poor
9.4,-98.33,10,Low,732.97,0,616.33,27.16,17.98,41.45,Moderate
11.27,-120.0,38,Medium,875.35,1,713.97,30.0,1.0,111.92,Poor
19.15,-64.03,30,High,278.01,1,411.1,10.01,1.0,106.22,Poor
0.55,-70.48,40,High,423.49,0,499.19,13.24,13.49,126.74,Poor
23.55,-70.24,89,Medium,437.72,3,453.96,13.12,5.35,62.58,Poor
10.75,-80.67,98,High,538.48,0,559.5,18.33,1.0,124.1,Poor
11.33,-77.32,91,Medium,501.17,1,455.65,16.66,24.19,71.78,Moderate
0.78,-79.46,37,Medium,506.14,0,506.45,17.73,28.74,83.05,Moderate
0.47,-100.86,41,Medium,743.82,0,706.29,28.43,4.63,99.73,Poor
13.53,-76.07,51,Low,374.62,1,472.88,16.04,42.75,62.54,Moderate
9.54,-104.46,83,Low,751.99,0,745.1,30.0,6.58,58.0,Poor
2.2,-62.57,95,Medium,229.56,0,477.04,9.28,56.71,71.0,Moderate
17.46,-103.06,78,High,793.23,2,740.7,29.53,1.0,143.84,Poor
10.68,-87.36,61,High,579.52,1,470.53,21.68,1.0,117.99,Poor
2.05,-76.92,54,Low,422.13,0,528.31,16.46,64.8,19.11,Good
9.36,-86.6,54,High,577.43,0,398.64,21.3,1.0,112.45,Poor
0.89,-91.97,30,Medium,726.41,0,763.13,23.99,19.45,82.27,Moderate
23.15,-59.25,79,Low,272.06,2,553.34,7.62,58.74,32.53,Good
11.4,-76.21,87,Medium,374.9,1,505.07,16.11,19.78,92.17,Moderate
10.72,-97.01,85,High,684.42,0,693.87,26.51,1.0,140.87,Poor
10.99,-77.17,36,Low,445.91,1,545.7,16.58,47.14,31.62,Good
2.41,-91.31,55,Low,601.98,0,630.8,23.65,33.83,63.36,Moderate
17.85,-86.33,64,Low,535.08,2,507.42,21.16,21.59,45.72,Moderate
11.2,-81.0,11,Medium,446.99,3,366.81,18.5,11.65,76.09,Poor
1.0,-97.69,51,High,615.68,0,666.25,26.84,1.0,151.16,Poor
0.43,-103.08,57,Low,902.06,0,696.97,29.54,30.25,68.86,Moderate
10.19,-55.54,84,Low,300.67,1,465.13,5.77,78.73,38.85,Good
13.34,-78.15,24,High,461.57,3,477.82,17.07,1.0,134.29,Poor
1.37,-61.48,18,Low,351.81,0,379.36,8.74,77.47,10.79,Good
19.52,-106.98,11,Medium,799.7,2,671.33,30.0,1.0,100.84,Poor
1.37,-99.96,18,Low,752.98,0,591.18,27.98,28.49,56.34,Moderate
0.52,-83.66,75,Medium,514.63,0,483.16,19.83,27.13,77.9,Moderate
8.82,-82.55,22,Low,514.28,1,466.5,19.28,45.86,34.86,Good
0.58,-82.71,65,Low,510.1,0,553.75,19.36,46.49,62.27,Moderate
2.49,-76.54,54,Low,401.62,0,476.02,16.27,52.27,60.51,Moderate
0.61,-100.72,12,Medium,737.88,0,610.03,28.36,9.61,98.48,Poor
1.29,-93.64,29,Medium,686.27,0,713.03,24.82,12.04,85.79,Poor
10.04,-113.12,41,Medium,901.84,0,717.01,30.0,1.0,100.68,Poor
10.28,-72.35,29,Low,386.17,0,544.63,14.18,45.54,40.95,Good
8.77,-92.21,81,Medium,625.78,0,675.76,24.11,1.42,101.57,Poor
2.11,-102.01,63,Medium,838.78,0,669.36,29.01,1.0,105.09,Poor
25.17,-92.74,73,Medium,685.91,4,716.37,24.37,1.0,95.83,Poor
12.92,-99.28,89,Medium,772.31,1,721.15,27.64,1.0,75.64,Poor
13.81,-78.13,58,High,446.64,1,523.5,17.06,1.0,121.84,Poor
26.04,-87.25,56,High,540.33,2,497.18,21.63,1.0,121.1,Poor
2.44,-82.37,94,Medium,510.58,0,534.16,19.18,24.41,89.76,Moderate
0.84,-111.22,41,Low,927.65,0,721.29,30.0,14.01,73.34,Poor
11.1,-89.76,25,Low,537.27,0,511.52,22.88,28.52,44.23,Moderate
2.33,-114.54,26,Medium,977.86,0,645.43,30.0,1.0,96.06,Poor
13.63,-78.6,58,Medium,485.18,1,576.84,17.3,13.35,99.21,Poor
0.43,-50.0,84,High,189.5,0,426.74,5.0,56.8,111.23,Poor
1.66,-71.98,77,Medium,442.25,0,564.91,13.99,37.61,89.26,Moderate
1.91,-87.18,49,High,556.0,0,463.97,21.59,2.11,123.82,Poor
21.21,-77.74,94,High,452.07,3,550.34,16.87,1.0,134.17,Poor
9.12,-55.16,19,Medium,203.59,1,361.43,5.58,61.48,81.7,Moderate
9.91,-90.17,25,Medium,557.73,0,691.1,23.09,1.0,79.13,Poor
12.6,-84.38,57,Low,572.44,3,519.17,20.19,29.38,40.35,Moderate
13.37,-66.23,77,Low,285.22,2,429.55,11.12,60.53,31.47,Good
12.26,-50.0,97,Medium,185.1,3,513.55,5.0,56.88,62.57,Moderate
2.27,-86.08,45,Medium,580.86,0,456.18,21.04,16.63,89.72,Moderate
9.87,-77.1,71,Medium,417.03,1,510.23,16.55,16.83,70.91,Moderate
19.13,-78.33,46,Low,396.63,1,530.72,17.16,29.24,41.76,Moderate
12.11,-61.29,95,High,265.41,1,494.07,8.65,17.79,112.59,Poor
12.52,-59.91,45,Medium,180.21,2,497.42,7.96,41.62,70.06,Moderate
27.34,-68.87,94,Low,325.08,4,470.42,12.43,24.51,25.35,Moderate
9.34,-76.53,87,Low,460.72,0,463.51,16.27,52.16,27.87,Good
9.45,-77.99,20,Medium,490.08,0,489.81,16.99,26.56,94.36,Moderate
0.88,-69.3,73,High,337.12,0,471.8,12.65,14.0,114.19,Poor
1.38,-93.98,59,Low,653.23,0,729.2,24.99,35.44,68.85,Moderate
17.61,-66.6,50,Medium,326.78,1,517.38,11.3,25.61,65.68,Moderate
26.62,-69.4,42,Medium,320.99,3,529.08,12.7,11.93,78.05,Poor
2.2,-85.66,11,Low,555.71,0,493.7,20.83,42.22,35.77,Good
9.74,-97.18,96,High,696.82,1,772.3,26.59,1.0,126.47,Poor
0.6,-97.75,60,High,709.59,0,678.86,26.88,1.0,138.54,Poor
2.25,-81.92,46,Low,568.75,0,460.43,18.96,44.14,39.57,Good
2.76,-112.68,89,Low,851.81,0,733.17,30.0,3.21,61.25,Poor
27.61,-90.33,80,High,657.75,2,704.76,23.17,1.0,137.2,Poor
8.77,-63.65,63,High,264.18,1,514.66,9.83,17.91,119.19,Poor
10.57,-105.75,29,Medium,871.13,0,788.63,30.0,1.0,80.97,Poor
1.16,-68.27,22,High,346.65,0,505.62,12.13,21.63,105.89,Poor
1.18,-101.66,34,Medium,796.06,0,701.13,28.83,4.33,88.18,Poor
22.09,-90.16,56,Low,580.8,3,652.57,23.08,15.4,37.28,Moderate
1.98,-58.51,29,Medium,149.55,0,512.98,7.26,59.63,55.99,Moderate
12.95,-82.68,50,Low,499.43,2,485.35,19.34,34.05,40.95,Moderate
0.93,-89.42,78,Low,626.44,0,423.01,22.71,38.35,52.99,Moderate
24.41,-108.23,78,High,818.05,2,740.97,30.0,1.0,135.84,Poor
0.25,-93.73,22,Medium,693.41,0,709.66,24.86,23.32,98.2,Moderate
12.77,-88.92,73,Low,636.26,2,535.15,22.46,32.76,60.64,Moderate
13.06,-92.1,30,Medium,638.76,3,756.1,24.05,1.0,70.26,Poor
10.82,-105.86,93,Medium,869.47,0,765.78,30.0,1.0,87.04,Poor
20.72,-50.0,17,Medium,211.31,3,328.01,5.0,48.8,56.47,Moderate
1.29,-81.82,31,Low,500.71,0,527.19,18.91,60.02,37.84,Good
22.55,-86.18,30,Medium,568.24,4,533.91,21.09,1.0,87.66,Poor
17.63,-73.84,17,High,396.53,1,424.16,14.92,1.0,113.59,Poor
0.83,-88.99,51,Medium,659.69,0,497.17,22.5,13.28,91.38,Poor
12.59,-81.78,89,High,523.86,2,515.19,18.89,1.0,136.54,Poor
1.9,-93.59,27,Low,646.09,0,692.91,24.8,38.93,46.19,Moderate
1.81,-66.66,24,Medium,270.21,0,507.97,11.33,53.57,55.86,Moderate
17.08,-85.62,94,High,477.81,3,351.24,20.81,1.0,130.77,Poor
0.14,-89.4,37,Low,584.94,0,572.05,22.7,36.71,59.37,Moderate
1.79,-98.37,64,Low,683.59,0,784.21,27.18,29.77,83.23,Moderate
13.85,-87.88,82,Medium,630.85,2,378.03,21.94,1.0,83.71,Poor
0.61,-72.72,45,Low,402.24,0,552.11,14.36,62.08,22.86,Good
23.48,-84.85,49,Medium,546.86,4,535.17,20.43,1.0,79.45,Poor
9.34,-80.53,44,Low,442.42,1,450.82,18.27,46.16,41.96,Good
0.69,-90.38,43,High,657.47,0,589.27,23.19,1.0,131.69,Poor
0.43,-86.13,26,Medium,523.11,0,432.83,21.06,10.42,95.29,Poor
12.52,-116.5,69,Low,998.75,2,653.69,30.0,1.0,68.57,Poor
12.58,-71.8,61,High,290.31,2,558.73,13.9,1.85,112.96,Poor
13.65,-66.94,73,Medium,269.2,2,489.08,11.47,37.13,69.59,Moderate
16.79,-72.89,18,High,345.32,3,452.11,14.44,1.0,103.72,Poor
1.35,-64.37,69,Low,264.79,0,490.46,10.19,77.26,23.34,Good
23.49,-91.26,62,Medium,676.13,4,694.67,23.63,1.0,91.16,Poor
23.15,-89.02,88,Low,660.34,3,403.36,22.51,10.06,57.72,Poor
8.94,-63.25,100,Medium,275.25,0,499.92,9.63,34.85,74.5,Moderate
1.28,-78.79,21,Medium,394.35,0,485.1,17.4,31.92,83.54,Moderate
1.0,-95.04,67,Low,657.68,0,653.85,25.52,35.37,56.06,Moderate
12.4,-83.39,71,Low,509.91,2,569.22,19.7,22.45,38.11,Moderate
0.11,-115.48,72,High,898.29,0,647.67,30.0,1.0,149.33,Poor
2.21,-72.73,72,Low,338.58,0,534.46,14.37,63.21,42.14,Good
0.99,-53.24,12,Low,148.07,0,424.11,5.0,100.8,7.66,Good
1.25,-104.24,71,Medium,876.36,0,695.24,30.0,1.0,76.1,Poor
11.36,-91.58,25,High,606.83,1,692.57,23.79,1.0,111.46,Poor
0.84,-89.32,87,Low,527.26,0,526.29,22.66,33.6,34.31,Moderate
0.88,-109.36,45,Low,765.61,0,734.34,30.0,21.37,61.79,Moderate
10.77,-68.12,68,High,342.7,0,424.75,12.06,15.37,108.34,Poor
26.67,-111.94,61,Low,979.7,2,734.46,30.0,1.0,73.32,Poor
27.77,-64.75,98,Low,368.65,2,496.49,10.38,41.44,30.68,Good
21.36,-87.87,68,Low,584.24,1,523.68,21.93,22.41,51.16,Moderate
9.32,-72.67,29,Medium,439.4,1,429.26,14.34,31.96,62.97,Moderate
0.01,-62.89,80,Low,229.09,0,440.39,9.45,83.49,24.79,Good
24.38,-94.23,66,Medium,712.92,4,746.37,25.11,1.0,89.33,Poor
1.62,-68.77,70,Medium,397.77,0,445.13,12.39,47.73,63.87,Moderate
2.68,-103.96,62,Low,746.57,0,708.92,29.98,20.3,73.63,Moderate
9.11,-101.94,94,High,756.88,1,764.12,28.97,1.0,125.38,Poor
2.17,-81.54,45,Medium,467.49,0,529.3,18.77,34.12,80.84,Moderate
0.02,-86.67,32,Low,590.72,0,424.04,21.34,49.51,49.29,Good
8.95,-77.47,53,Low,468.88,1,475.68,16.74,51.39,36.04,Good
12.66,-100.88,68,Low,741.06,3,635.53,28.44,11.27,64.49,Poor
12.93,-94.56,48,Medium,618.84,1,794.74,25.28,1.0,70.99,Poor
2.39,-106.31,10,Medium,861.35,0,568.94,30.0,1.0,88.18,Poor
1.67,-55.04,28,High,172.1,0,557.31,5.52,36.6,107.46,Poor
12.85,-65.94,22,Low,416.52,2,487.9,10.97,48.67,18.8,Good
11.29,-105.55,84,High,842.57,3,772.3,30.0,1.0,142.55,Poor
0.92,-103.83,67,Low,811.42,0,779.3,29.92,21.21,56.9,Moderate
11.32,-89.28,44,High,568.37,3,496.99,22.64,1.0,126.43,Poor
12.12,-76.62,32,Medium,425.56,3,426.97,16.31,21.99,80.81,Moderate
1.3,-101.21,57,Medium,788.06,0,668.61,28.6,1.0,99.14,Poor
0.03,-75.77,70,Low,447.72,0,481.1,15.88,58.86,26.01,Good
0.35,-120.0,62,Low,962.86,0,668.28,30.0,11.55,57.11,Poor
1.54,-91.12,96,Medium,657.51,0,666.46,23.56,15.58,105.43,Poor
13.08,-98.57,90,Low,794.97,1,680.28,27.28,6.5,62.14,Poor
13.44,-76.72,48,Low,434.41,2,450.49,16.36,37.15,41.96,Moderate
10.8,-72.06,93,Low,408.06,1,551.96,14.03,60.24,73.13,Moderate
0.41,-81.06,66,Medium,562.83,0,467.94,18.53,31.7,78.74,Moderate
0.88,-99.25,61,Low,743.01,0,730.75,27.62,27.26,31.08,Moderate
0.64,-76.92,37,High,389.27,0,555.58,16.46,6.32,122.31,Poor
27.46,-78.65,87,Low,425.46,2,490.32,17.32,15.91,51.08,Moderate
1.34,-93.98,77,Low,715.29,0,739.45,24.99,28.72,54.93,Moderate
23.24,-71.65,74,High,285.5,3,509.71,13.82,1.0,108.64,Poor
11.27,-93.82,99,High,656.84,1,676.76,24.91,1.0,144.11,Poor
1.02,-73.26,62,Low,418.02,0,433.7,14.63,61.78,21.29,Good
11.69,-82.94,57,Low,547.17,2,576.7,19.47,41.64,45.51,Good
11.66,-96.11,37,Low,782.15,2,699.15,26.06,7.93,44.16,Poor
9.6,-86.6,45,High,545.2,1,450.26,21.3,1.0,143.42,Poor
2.65,-89.07,54,Medium,660.1,0,495.26,22.53,18.28,105.37,Poor
8.93,-79.77,31,Low,568.25,0,458.19,17.89,43.54,41.85,Good
0.81,-79.54,57,Low,444.65,0,463.97,17.77,62.26,50.32,Moderate
1.47,-70.97,40,High,314.1,0,478.04,13.48,10.23,115.95,Poor
0.4,-70.41,33,Low,385.29,0,470.82,13.21,67.92,37.84,Good
1.11,-83.54,89,Low,457.83,0,464.54,19.77,46.92,37.13,Good
21.83,-90.84,29,High,653.17,3,700.52,23.42,1.0,130.64,Poor
1.56,-95.39,35,Low,769.83,0,743.22,25.7,20.41,75.89,Moderate
1.39,-55.36,46,Medium,224.51,0,549.42,5.68,54.88,54.55,Moderate
1.02,-67.82,37,Low,344.11,0,532.69,11.91,73.53,38.32,Good
10.23,-75.07,86,Low,457.22,1,489.56,15.53,48.2,37.29,Good
19.27,-72.32,59,High,376.04,1,485.9,14.16,1.0,118.05,Poor
22.86,-72.71,10,Low,361.36,2,439.92,14.35,31.59,30.51,Moderate
11.66,-79.81,14,High,549.06,1,372.37,17.9,1.0,122.7,Poor
1.02,-87.02,51,Medium,669.96,0,569.8,21.51,20.61,107.89,Poor
8.43,-101.03,89,Medium,738.72,1,786.78,28.51,1.0,87.22,Poor
12.16,-93.39,56,Medium,571.28,3,676.68,24.69,3.94,90.17,Poor
0.55,-98.84,44,Medium,709.17,0,826.62,27.42,1.0,99.97,Poor
1.26,-75.62,60,Low,499.4,0,548.05,15.81,65.92,36.95,Good
1.32,-94.54,65,Low,694.59,0,664.48,25.27,40.44,55.93,Moderate
10.47,-75.13,97,Low,440.11,1,499.4,15.57,55.23,27.92,Good
1.55,-76.84,66,Low,498.55,0,475.85,16.42,52.83,23.07,Good
20.4,-60.56,19,Low,288.68,1,484.38,8.28,53.33,34.88,Good
13.84,-100.24,60,Medium,673.27,3,719.8,28.12,1.0,86.95,Poor
11.31,-87.15,36,Low,601.55,2,524.33,21.57,38.52,48.48,Moderate
13.85,-50.65,99,Low,10.0,3,622.32,5.0,70.39,26.81,Good
1.15,-98.29,45,Low,677.31,0,698.92,27.15,30.27,69.45,Moderate
10.77,-77.79,38,High,419.01,1,589.12,16.9,1.0,119.76,Poor
1.43,-105.65,95,Medium,777.68,0,629.21,30.0,1.0,93.63,Poor
1.09,-71.32,34,High,374.03,0,535.5,13.66,31.38,97.18,Moderate
19.16,-75.94,41,Low,396.36,1,560.34,15.97,40.28,43.59,Good
8.93,-103.98,59,Medium,787.86,0,710.95,29.99,1.0,92.21,Poor
10.0,-84.16,19,Medium,607.39,1,357.08,20.08,6.17,71.01,Poor
0.88,-74.11,23,Medium,361.29,0,489.97,15.06,38.13,77.01,Moderate
0.84,-64.06,93,Medium,290.05,0,428.89,10.03,53.8,76.84,Moderate
1.74,-97.6,73,Low,719.3,0,635.97,26.8,28.57,48.18,Moderate
1.6,-62.93,78,Medium,262.51,0,383.35,9.47,52.5,89.7,Moderate
11.68,-62.09,64,Medium,303.63,2,430.42,9.05,42.09,56.1,Moderate
0.83,-69.31,21,Low,351.2,0,528.39,12.65,73.04,25.94,Good
23.96,-90.37,56,High,655.55,3,612.02,23.18,1.0,122.95,Poor
1.41,-89.73,20,Low,592.58,0,478.51,22.86,36.05,42.3,Moderate
1.16,-72.59,86,Medium,398.88,0,537.26,14.3,43.51,74.03,Moderate
9.5,-59.12,45,Medium,157.97,1,494.22,7.56,44.66,70.34,Moderate
0.66,-92.28,57,Low,593.87,0,728.12,24.14,44.88,46.11,Good
22.54,-85.63,64,High,475.43,3,485.49,20.81,1.0,114.75,Poor
1.38,-67.18,85,Medium,289.19,0,470.62,11.59,42.36,64.79,Moderate
0.89,-91.8,79,Low,662.5,0,790.42,23.9,43.11,31.44,Good
27.15,-81.18,18,High,478.96,2,403.43,18.59,1.0,123.48,Poor
1.32,-99.58,38,Low,865.04,0,605.68,27.79,23.77,44.99,Moderate
26.85,-90.57,39,Low,608.85,2,610.76,23.28,1.55,41.06,Poor
2.5,-75.66,22,Low,352.5,0,512.6,15.83,53.35,56.7,Moderate
2.33,-88.26,45,Low,662.47,0,559.1,22.13,40.5,60.73,Moderate
2.5,-79.02,27,Medium,477.69,0,539.5,17.51,30.64,76.93,Moderate
9.25,-72.06,18,Medium,414.54,1,348.83,14.03,31.86,77.47,Moderate
9.67,-114.08,45,High,950.49,1,699.33,30.0,1.0,153.85,Poor
0.5,-86.16,49,High,685.73,0,466.0,21.08,3.45,134.56,Poor
25.09,-109.78,78,Medium,825.74,4,683.72,30.0,1.0,104.43,Poor
10.17,-96.46,14,Low,756.6,1,657.56,26.23,20.81,44.5,Moderate
12.3,-88.22,34,Low,574.01,2,513.89,22.11,30.43,42.0,Moderate
22.31,-71.34,36,High,295.79,4,463.95,13.67,1.0,128.07,Poor
0.6,-113.33,78,Medium,920.56,0,619.33,30.0,1.0,110.83,Poor
11.7,-79.3,60,High,553.26,2,423.61,17.65,1.0,142.53,Poor
0.07,-79.53,96,Low,557.62,0,467.63,17.77,56.49,40.19,Good
0.29,-84.82,85,Medium,570.37,0,497.36,20.41,28.73,82.35,Moderate
0.25,-66.42,38,Medium,309.47,0,367.93,11.21,57.02,66.84,Moderate
11.71,-70.43,35,Medium,368.61,2,425.55,13.21,19.78,98.48,Moderate
19.56,-85.15,99,Medium,515.04,1,537.08,20.57,2.32,93.39,Poor
1.55,-52.27,57,Medium,135.1,0,470.39,5.0,70.69,53.94,Moderate
1.12,-120.0,49,Low,923.56,0,710.28,30.0,1.0,41.27,Poor
24.9,-79.37,34,High,501.88,2,485.07,17.68,1.0,111.76,Poor
17.98,-92.51,65,Low,671.3,3,747.87,24.25,14.75,58.34,Poor
0.74,-74.48,74,Medium,487.0,0,442.27,15.24,40.06,83.36,Moderate
1.02,-82.77,28,High,458.34,0,392.81,19.38,5.55,130.97,Poor
13.71,-98.63,58,Medium,796.53,2,695.94,27.32,1.0,86.93,Poor
24.83,-85.43,61,Low,514.85,4,466.52,20.71,17.88,57.27,Moderate
1.12,-62.94,23,Low,195.95,0,524.28,9.47,79.82,25.12,Good
27.0,-73.46,47,Low,400.76,3,440.86,14.73,19.29,40.0,Moderate
0.44,-86.41,25,Medium,573.95,0,498.41,21.21,21.25,86.07,Moderate
0.48,-79.86,30,Low,461.03,0,536.79,17.93,48.49,46.9,Good
1.97,-65.36,28,Low,250.06,0,586.59,10.68,67.59,44.44,Good
0.71,-97.41,21,Medium,718.06,0,698.14,26.71,7.24,103.02,Poor
8.83,-108.46,75,Medium,881.69,0,785.65,30.0,1.0,93.13,Poor
2.39,-85.9,21,Low,423.48,0,482.66,20.95,51.46,35.86,Good
24.74,-86.47,91,High,594.15,4,584.13,21.24,1.0,122.87,Poor
0.52,-105.62,72,High,858.8,0,712.45,30.0,1.0,134.72,Poor
2.45,-95.42,84,Medium,661.61,0,677.07,25.71,6.04,112.94,Poor
9.04,-87.71,14,Low,562.36,0,445.98,21.86,24.39,56.72,Moderate
0.21,-78.59,74,Medium,523.7,0,587.02,17.29,30.06,85.82,Moderate
17.33,-96.69,90,Low,702.71,2,645.19,26.34,9.29,58.97,Poor
0.74,-64.97,52,Medium,272.03,0,445.17,10.49,52.67,73.81,Moderate
11.9,-77.84,53,Medium,436.55,2,500.44,16.92,20.22,68.8,Moderate
1.4,-88.72,66,Medium,689.81,0,430.1,22.36,9.85,67.2,Poor
2.07,-96.65,19,Low,700.46,0,633.07,26.33,29.22,55.76,Moderate
2.21,-85.94,70,Medium,527.5,0,502.13,20.97,27.42,75.69,Moderate
1.1,-75.95,88,Medium,494.66,0,503.15,15.97,44.58,70.24,Moderate
18.29,-59.94,48,Medium,192.87,1,505.42,7.97,27.9,59.34,Moderate
12.46,-84.51,74,High,460.33,1,619.0,20.26,1.0,152.49,Poor
0.08,-65.8,14,Medium,345.18,0,438.59,10.9,52.48,77.85,Moderate
0.69,-99.63,96,Medium,734.41,0,703.93,27.82,2.28,86.0,Poor
0.22,-89.58,81,Medium,554.14,0,419.08,22.79,19.63,90.1,Moderate
1.43,-79.32,55,Medium,401.94,0,454.87,17.66,25.19,83.4,Moderate
1.16,-61.68,87,High,191.87,0,625.74,8.84,24.14,112.66,Poor
0.94,-94.76,98,Medium,591.23,0,704.33,25.38,4.22,81.97,Poor
